name,code,rgb,detail_url,brand_descr,lrv,collection,recommendations
Sheep's Wool,857,"rgb(224, 223, 215)",https://www.benjaminmoore.com/en-us/paint-colors/color/857/sheeps-wool,An easygoing off-white with classic appeal.,73.36,Benjamin Moore Classics® Color Collection,
Athena,858,"rgb(221, 217, 206)",https://www.benjaminmoore.com/en-us/paint-colors/color/858/athena,"With its warm gray undertones, this versatile neutral conjures the quiet majesty of white oak.",68.64,Benjamin Moore Classics® Color Collection,
Collingwood,859,"rgb(211, 206, 196)",https://www.benjaminmoore.com/en-us/paint-colors/color/859/collingwood,A widely appealing warm gray with timeless versatility.,61.52,Benjamin Moore Classics® Color Collection,
Apparition,860,"rgb(204, 200, 190)",https://www.benjaminmoore.com/en-us/paint-colors/color/860/apparition,A soft and easygoing gray that doesn’t feel too cool.,57.29,Benjamin Moore Classics® Color Collection,
Shale,861,"rgb(195, 189, 177)",https://www.benjaminmoore.com/en-us/paint-colors/color/861/shale,"A versatile, welcoming gray softened by warm undertones.",50.47,Benjamin Moore Classics® Color Collection,
Cascade Mountains,862,"rgb(229, 230, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/862/cascade-mountains,A refreshing white paint color softly shaded by a touch of cool gray.,76.5,Benjamin Moore Classics® Color Collection,
Pearl Gray,863,"rgb(221, 225, 216)",https://www.benjaminmoore.com/en-us/paint-colors/color/863/pearl-gray,A slinky silver-gray with a cool sophistication.,73.54,Benjamin Moore Classics® Color Collection,
Oystershell,864,"rgb(212, 216, 210)",https://www.benjaminmoore.com/en-us/paint-colors/color/864/oystershell,An eye-pleasing blue-gray with endless versatility.,67.87,Benjamin Moore Classics® Color Collection,
Stonewashed,865,"rgb(228, 235, 228)",https://www.benjaminmoore.com/en-us/paint-colors/color/865/stonewashed,"A bright minty-green cast defines this light, bright hue.",79.94,Benjamin Moore Classics® Color Collection,
Winter Ice,866,"rgb(218, 228, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/866/winter-ice,"With its crisp blue-green tones, this light hue brings to mind a frozen lake on a clear winter day.",75.12,Benjamin Moore Classics® Color Collection,
Glacier Lake,867,"rgb(211, 222, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/867/glacier-lake,A light gray-blue reminiscent of ice caps floating in the water.,71.14,Benjamin Moore Classics® Color Collection,
Mountain Mist,868,"rgb(212, 221, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/868/mountain-mist,A vaporous blue eased by gray undertones.,70.55,Benjamin Moore Classics® Color Collection,
Oxford White,869,"rgb(240, 241, 234)",https://www.benjaminmoore.com/en-us/paint-colors/color/869/oxford-white,A classic bright white with the slightest cool cast.,86.69,Benjamin Moore Classics® Color Collection,
Mountainscape,870,"rgb(229, 231, 228)",https://www.benjaminmoore.com/en-us/paint-colors/color/870/mountainscape,"Gray tones soften this cool, crisp white paint color.",78.94,Benjamin Moore Classics® Color Collection,
Pearl River,871,"rgb(220, 223, 222)",https://www.benjaminmoore.com/en-us/paint-colors/color/871/pearl-river,"Floating from gray to blue, this nuanced hue captures the delicate, ethereal allure of pearls.",73.11,Benjamin Moore Classics® Color Collection,
White Christmas,872,"rgb(236, 238, 234)",https://www.benjaminmoore.com/en-us/paint-colors/color/872/white-christmas,Clean blue undertones define this optic white.,82.2,Benjamin Moore Classics® Color Collection,
Baby's Breath,873,"rgb(234, 236, 232)",https://www.benjaminmoore.com/en-us/paint-colors/color/873/babys-breath,Soft blue undertones breath freshness into this versatile white.,81.5,Benjamin Moore Classics® Color Collection,
Fanfare,874,"rgb(225, 230, 229)",https://www.benjaminmoore.com/en-us/paint-colors/color/874/fanfare,"Like a cool breeze, this ultra-light blue has a softly stimulating quality.",77.77,Benjamin Moore Classics® Color Collection,
Blue Veil,875,"rgb(217, 224, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/875/blue-veil,"A vaporous blue that brings to mind sheer, gauzy curtains billowing in the breeze.",73.8,Benjamin Moore Classics® Color Collection,
Alabaster,876,"rgb(242, 239, 232)",https://www.benjaminmoore.com/en-us/paint-colors/color/876/alabaster,"A fresh, youthful white with a flattering touch of pink.",85.08,Benjamin Moore Classics® Color Collection,
Sand Dollar,877,"rgb(240, 235, 228)",https://www.benjaminmoore.com/en-us/paint-colors/color/877/sand-dollar,A soft white with a delicate pink cast.,81.95,Benjamin Moore Classics® Color Collection,
Mauve Hint,878,"rgb(238, 227, 222)",https://www.benjaminmoore.com/en-us/paint-colors/color/878/mauve-hint,A crisp hint of pink colors this delicate hue.,76.6,Benjamin Moore Classics® Color Collection,
Opulence,879,"rgb(245, 242, 237)",https://www.benjaminmoore.com/en-us/paint-colors/color/879/opulence,The slightest pink tone softens this fresh white.,87.67,Benjamin Moore Classics® Color Collection,
White Zinfandel,880,"rgb(244, 239, 234)",https://www.benjaminmoore.com/en-us/paint-colors/color/880/white-zinfandel,Crisp pink tones add charm to this delicate white.,84.65,Benjamin Moore Classics® Color Collection,
Pink Essence,881,"rgb(241, 235, 232)",https://www.benjaminmoore.com/en-us/paint-colors/color/881/pink-essence,Red-violet undertones bring a wink of charm to this flattering hue.,82.81,Benjamin Moore Classics® Color Collection,
Feathered Violet,882,"rgb(233, 231, 232)",https://www.benjaminmoore.com/en-us/paint-colors/color/882/feathered-violet,A barely-there violet softly shaded with a hint of lavender-gray.,79.14,Benjamin Moore Classics® Color Collection,
Shell Pink,883,"rgb(248, 234, 227)",https://www.benjaminmoore.com/en-us/paint-colors/color/883/shell-pink,A barely there shade of pink reminiscent of the delicate coloring inside a conch shell.,82.48,Benjamin Moore Classics® Color Collection,
Hint of Pink,884,"rgb(247, 232, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/884/hint-of-pink,"With its bright hit of cool pink, this delicate hue is surprisingly energizing.",80.77,Benjamin Moore Classics® Color Collection,
Key Pearl,885,"rgb(245, 228, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/885/key-pearl,A pretty pale hue colored by a wash of pink.,78.31,Benjamin Moore Classics® Color Collection,
Blanched Coral,886,"rgb(248, 233, 224)",https://www.benjaminmoore.com/en-us/paint-colors/color/886/blanched-coral,"A warm, faded pink reminiscent of coral washed by the sea and bleached by the sun.",81.42,Benjamin Moore Classics® Color Collection,
Pink Cloud,887,"rgb(248, 229, 221)",https://www.benjaminmoore.com/en-us/paint-colors/color/887/pink-cloud,"A sweet, frothy pink that brings to mind clouds of cotton candy.",80.1,Benjamin Moore Classics® Color Collection,
Valentine Memories,888,"rgb(248, 221, 216)",https://www.benjaminmoore.com/en-us/paint-colors/color/888/valentine-memories,"Pretty and pristine, this light pink provokes a sentimental mood.",74.39,Benjamin Moore Classics® Color Collection,
Pacific Grove Pink,889,"rgb(249, 218, 211)",https://www.benjaminmoore.com/en-us/paint-colors/color/889/pacific-grove-pink,A radiant pink that can bring instant cheer to any space.,73.13,Benjamin Moore Classics® Color Collection,
Pink Damask,890,"rgb(246, 240, 231)",https://www.benjaminmoore.com/en-us/paint-colors/color/890/pink-damask,A soft white with a wink of blush tone.,85.46,Benjamin Moore Classics® Color Collection,
Opal,891,"rgb(246, 236, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/891/opal,Peach undertones anchor this charming off-white.,84.33,Benjamin Moore Classics® Color Collection,
Warm Blush,892,"rgb(248, 231, 218)",https://www.benjaminmoore.com/en-us/paint-colors/color/892/warm-blush,"Suffused with a warm pink glow, this pastel hue has an irresistible charm.",80.14,Benjamin Moore Classics® Color Collection,
Ambrosia,893,"rgb(247, 233, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/893/ambrosia,A feather-soft hue delicately scented with rosy pink notes.,81.88,Benjamin Moore Classics® Color Collection,
Sheer Pink,894,"rgb(245, 226, 213)",https://www.benjaminmoore.com/en-us/paint-colors/color/894/sheer-pink,"Light and airy, this soft pink brings to mind the frothy layers of tulle in a ballerina's tutu.",77.11,Benjamin Moore Classics® Color Collection,
Aphrodite Pink,895,"rgb(243, 222, 202)",https://www.benjaminmoore.com/en-us/paint-colors/color/895/aphrodite-pink,"The picture of beauty, this coral-scented pink easily floats from playful to elegant.",74.39,Benjamin Moore Classics® Color Collection,
Love Always,896,"rgb(239, 216, 198)",https://www.benjaminmoore.com/en-us/paint-colors/color/896/love-always,Soft pink and peach tones bring a flattering touch to this feel-good hue.,69.57,Benjamin Moore Classics® Color Collection,
Butterfield,897,"rgb(248, 240, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/897/butterfield,"Buttery yellow undertones bring a smooth, silky quality to this welcoming hue.",84.95,Benjamin Moore Classics® Color Collection,
Country White,898,"rgb(249, 233, 209)",https://www.benjaminmoore.com/en-us/paint-colors/color/898/country-white,Crisp peach tones warm up this charming hue.,80.21,Benjamin Moore Classics® Color Collection,
Secluded Beach,899,"rgb(247, 225, 191)",https://www.benjaminmoore.com/en-us/paint-colors/color/899/secluded-beach,"Soft peach undertones distinguish this warm, sandy hue.",74.29,Benjamin Moore Classics® Color Collection,
Florida Beaches,900,"rgb(247, 235, 218)",https://www.benjaminmoore.com/en-us/paint-colors/color/900/florida-beaches,A blush of peach distinguishes this calming hue.,81.96,Benjamin Moore Classics® Color Collection,
Mystical Powers,901,"rgb(247, 231, 212)",https://www.benjaminmoore.com/en-us/paint-colors/color/901/mystical-powers,Muted peach tones bring understated elegance to this pale hue.,79.94,Benjamin Moore Classics® Color Collection,
Butterfly Kisses,902,"rgb(245, 227, 204)",https://www.benjaminmoore.com/en-us/paint-colors/color/902/butterfly-kisses,"A classic, genteel shade of light peach.",75.98,Benjamin Moore Classics® Color Collection,
Pirates Cove Beach,903,"rgb(245, 224, 200)",https://www.benjaminmoore.com/en-us/paint-colors/color/903/pirates-cove-beach,A luminous orange-peach that conjures the beach at sunset.,74.42,Benjamin Moore Classics® Color Collection,
White Blush,904,"rgb(246, 240, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/904/white-blush,"A quiet beauty, this off-white has a slight cream undertone that gives it a soft glow.",84.74,Benjamin Moore Classics® Color Collection,
Lily of the Valley,905,"rgb(247, 239, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/905/lily-of-the-valley,A breezy white softened with creamy undertones.,83.75,Benjamin Moore Classics® Color Collection,
White Mountains,906,"rgb(244, 234, 213)",https://www.benjaminmoore.com/en-us/paint-colors/color/906/white-mountains,"With its faint peach undertones, this white paint color evokes snow-capped mountains bathed in the sunset.",80.54,Benjamin Moore Classics® Color Collection,
Evening White,907,"rgb(243, 230, 211)",https://www.benjaminmoore.com/en-us/paint-colors/color/907/evening-white,"Delicate notes of peach give this off-white a cozy, welcoming feeling.",78.05,Benjamin Moore Classics® Color Collection,
Pelican Beach,908,"rgb(245, 234, 214)",https://www.benjaminmoore.com/en-us/paint-colors/color/908/pelican-beach,Soft hints of yellow and cream distinguish this shade of off-white.,80.42,Benjamin Moore Classics® Color Collection,
Antique White,909,"rgb(242, 229, 211)",https://www.benjaminmoore.com/en-us/paint-colors/color/909/antique-white,A dose of peach gives this flattering off-white a vintage appeal.,77.8,Benjamin Moore Classics® Color Collection,
Crème Caramel,910,"rgb(240, 224, 201)",https://www.benjaminmoore.com/en-us/paint-colors/color/910/creme-caramel,A creamy peach that is soft enough to work as a neutral.,73.34,Benjamin Moore Classics® Color Collection,
Paradise Beach,911,"rgb(247, 238, 219)",https://www.benjaminmoore.com/en-us/paint-colors/color/911/paradise-beach,"A warm, peach-tinged white reminiscent of sun-bleached wood.",83.32,Benjamin Moore Classics® Color Collection,
Linen White,912,"rgb(242, 235, 218)",https://www.benjaminmoore.com/en-us/paint-colors/color/912/linen-white,"Fresh and delicately shaded with a touch of cream, this timeless white is a go-to for creating warm, relaxed spaces.",80.94,Benjamin Moore Classics® Color Collection,
Windsor Cream,913,"rgb(246, 234, 210)",https://www.benjaminmoore.com/en-us/paint-colors/color/913/windsor-cream,Yellow-cream undertones punctuate this delightful shade of white.,80.53,Benjamin Moore Classics® Color Collection,
Devon Cream,914,"rgb(249, 235, 210)",https://www.benjaminmoore.com/en-us/paint-colors/color/914/devon-cream,A charming off-white with a buttery yellow finish.,81.6,Benjamin Moore Classics® Color Collection,
Cameo White,915,"rgb(242, 231, 207)",https://www.benjaminmoore.com/en-us/paint-colors/color/915/cameo-white,"A soft, antiqued white with a touch of cream.",77.86,Benjamin Moore Classics® Color Collection,
Cookie Dough,916,"rgb(246, 227, 195)",https://www.benjaminmoore.com/en-us/paint-colors/color/916/cookie-dough,"The shade of freshly baked sugar cookies, this orange-tinged beige is just as sweet and comforting.",75.82,Benjamin Moore Classics® Color Collection,
Virginia Beach,917,"rgb(242, 222, 188)",https://www.benjaminmoore.com/en-us/paint-colors/color/917/virginia-beach,"Rich and creamy, this yellow-tinged neutral infuses any space with warmth and comfort.",72.47,Benjamin Moore Classics® Color Collection,
White Rock,918,"rgb(245, 238, 216)",https://www.benjaminmoore.com/en-us/paint-colors/color/918/white-rock,"A delicate white with a soft, sunbaked glow.",83.13,Benjamin Moore Classics® Color Collection,
Soft Biscuit,919,"rgb(243, 234, 208)",https://www.benjaminmoore.com/en-us/paint-colors/color/919/soft-biscuit,"Echoing the warm, creamy tone of buttermilk, this delicate yellow can add rich texture to a space.",79.69,Benjamin Moore Classics® Color Collection,
Honey Harbor,920,"rgb(241, 228, 196)",https://www.benjaminmoore.com/en-us/paint-colors/color/920/honey-harbor,A touch of yellow enlivens this creamy hue.,75.45,Benjamin Moore Classics® Color Collection,
San Diego Cream,921,"rgb(247, 236, 211)",https://www.benjaminmoore.com/en-us/paint-colors/color/921/san-diego-cream,Faded hints of cream lend character to this comforting off-white.,81.36,Benjamin Moore Classics® Color Collection,
Antique Lace,922,"rgb(246, 232, 201)",https://www.benjaminmoore.com/en-us/paint-colors/color/922/antique-lace,"A gently faded yellow that recalls vintage, handmade crafts of days gone by.",78.5,Benjamin Moore Classics® Color Collection,
French Vanilla,923,"rgb(243, 229, 195)",https://www.benjaminmoore.com/en-us/paint-colors/color/923/french-vanilla,An appealing pale yellow with delicate notes of cream.,75.34,Benjamin Moore Classics® Color Collection,
